id,campaign_name,channel,date,month,spend,impressions,clicks,leads,mqls,sqls,opportunities,proposals,contracts,revenue,customer_segment,industry,geography,service_category,campaign_type,campaign_objective,deal_value,sales_cycle_days
TCS-CMP-01745,Life Sciences DataHub - Cyber,Tech Analyst Webinars,2026-07-17,2026-07,40948,138168,2687,205,117,52,29,16,4,12870220,Strategic Growth Accounts,Energy & Utilities,APAC & Australia,Cyber Defense & Risk Governance,Digital Inbound,Brand Authority & MQLs,3217555,50
TCS-CMP-01746,NextGen CX - Cloud,Account-Based Email,2026-06-05,2026-06,12448,35984,1734,164,123,58,40,26,9,19401426,Emerging Tier / High-CAC,Banking & Capital Markets,India & Middle East,Cloud & Infrastructure Transformation,Outbound ABM,Pipeline Generation,2155714,137
TCS-CMP-01747,Sustainable Tech Suite - Cloud,Executive Events & Roundtables,2026-04-26,2026-04,117037,120737,1936,212,146,44,18,9,3,43452201,Enterprise High-Value,Manufacturing & Auto,Europe & UK,Cloud & Infrastructure Transformation,Experiential,Pipeline Generation,14484067,123
TCS-CMP-01748,Sustainable Tech Suite - BFSI,Tech Analyst Webinars,2026-09-17,2026-09,21061,47612,1092,76,39,16,7,4,1,3381999,Strategic Growth Accounts,Manufacturing & Auto,APAC & Australia,BFSI Core Modernization,Digital Inbound,Strategic Account Penetration,3381999,93
TCS-CMP-01749,CyberShield 360 - Retail,LinkedIn Enterprise,2026-07-12,2026-07,45965,85256,2759,303,199,99,60,49,15,67635015,Nurture / Mid-Market,Retail & CPG,Nordics & Benelux,Retail Omnichannel & Supply Chain,Digital Inbound,Pipeline Generation,4509001,56
TCS-CMP-01750,Global Horizon - Cognitive,Tech Analyst Webinars,2026-07-26,2026-07,31950,68099,1527,85,50,17,8,4,1,4037862,Strategic Growth Accounts,Banking & Capital Markets,APAC & Australia,Cognitive AI & Enterprise Automation,Digital Inbound,Strategic Account Penetration,4037862,69
TCS-CMP-01751,BFSI Resiliency - BFSI,Executive Events & Roundtables,2026-08-23,2026-08,90802,64789,971,127,83,30,13,8,3,11631180,Emerging Tier / High-CAC,Retail & CPG,India & Middle East,BFSI Core Modernization,Experiential,Brand Authority & MQLs,3877060,106
TCS-CMP-01752,SAP S/4 Hana Accelerated - Cognitive,Account-Based Email,2025-11-21,2025-11,25851,34312,1239,118,84,50,27,22,7,15562687,Emerging Tier / High-CAC,Banking & Capital Markets,India & Middle East,Cognitive AI & Enterprise Automation,Outbound ABM,Executive Engagement,2223241,87
TCS-CMP-01753,CyberShield 360 - BFSI,Industry Display & Media,2026-08-27,2026-08,16577,106862,877,32,16,5,2,1,0,0,Nurture / Mid-Market,Healthcare & Life Sciences,Nordics & Benelux,BFSI Core Modernization,Digital Inbound,Executive Engagement,1985827,93
TCS-CMP-01754,NextGen CX - Cyber,LinkedIn Enterprise,2026-03-06,2026-03,37215,85697,1980,210,145,90,67,57,24,45747120,Emerging Tier / High-CAC,Energy & Utilities,Europe & UK,Cyber Defense & Risk Governance,Digital Inbound,Brand Authority & MQLs,1906130,79
TCS-CMP-01755,Cognitive Ops 2.0 - Cognitive,Tech Analyst Webinars,2026-06-10,2026-06,32455,115663,2213,160,72,28,13,9,2,2761626,Emerging Tier / High-CAC,Energy & Utilities,Europe & UK,Cognitive AI & Enterprise Automation,Digital Inbound,Strategic Account Penetration,1380813,110
TCS-CMP-01756,Q1 Cloud Scale - BFSI,Tech Analyst Webinars,2026-02-28,2026-02,25832,58235,1575,113,63,26,14,10,3,6996558,Nurture / Mid-Market,Telecom & Media,Europe & UK,BFSI Core Modernization,Digital Inbound,Executive Engagement,2332186,59
TCS-CMP-01757,Cognitive Ops 2.0 - BFSI,LinkedIn Enterprise,2025-10-08,2025-10,23919,74480,1648,169,125,64,38,29,13,81752333,Strategic Growth Accounts,Manufacturing & Auto,APAC & Australia,BFSI Core Modernization,Digital Inbound,Brand Authority & MQLs,6288641,67
TCS-CMP-01758,Life Sciences DataHub - Retail,LinkedIn Enterprise,2026-08-27,2026-08,31541,79216,1881,190,130,73,50,31,15,33079545,Emerging Tier / High-CAC,Banking & Capital Markets,APAC & Australia,Retail Omnichannel & Supply Chain,Digital Inbound,Brand Authority & MQLs,2205303,57
TCS-CMP-01759,Life Sciences DataHub - Retail,Industry Display & Media,2026-07-25,2026-07,25239,135059,1510,54,20,6,2,1,0,0,Nurture / Mid-Market,Healthcare & Life Sciences,Europe & UK,Retail Omnichannel & Supply Chain,Digital Inbound,Strategic Account Penetration,1956286,143
TCS-CMP-01760,Global Horizon - BFSI,Tech Analyst Webinars,2026-02-07,2026-02,16010,33355,812,40,24,10,6,3,1,6105684,Enterprise High-Value,Energy & Utilities,India & Middle East,BFSI Core Modernization,Digital Inbound,Pipeline Generation,6105684,173
TCS-CMP-01761,Life Sciences DataHub - BFSI,Industry Display & Media,2025-12-03,2025-12,34214,173328,1386,44,19,5,2,1,0,0,Enterprise High-Value,Banking & Capital Markets,North America,BFSI Core Modernization,Digital Inbound,Brand Authority & MQLs,5101161,133
TCS-CMP-01762,Q1 Cloud Scale - Cognitive,LinkedIn Enterprise,2025-10-26,2025-10,53997,100161,2164,240,161,85,54,40,18,210122262,Enterprise High-Value,Energy & Utilities,Europe & UK,Cognitive AI & Enterprise Automation,Digital Inbound,Executive Engagement,11673459,193
TCS-CMP-01763,OmniCommerce Edge - Retail,Google Search,2026-07-20,2026-07,64845,127532,4411,359,208,89,49,37,11,41211907,Strategic Growth Accounts,Telecom & Media,Europe & UK,Retail Omnichannel & Supply Chain,Digital Inbound,Executive Engagement,3746537,95
TCS-CMP-01764,CyberShield 360 - Cyber,Industry Display & Media,2026-07-05,2026-07,31362,137570,1480,52,21,6,2,1,0,0,Enterprise High-Value,Telecom & Media,North America,Cyber Defense & Risk Governance,Digital Inbound,Brand Authority & MQLs,5681449,133
TCS-CMP-01765,Zero Trust Enterprise - Cloud,Executive Events & Roundtables,2026-08-24,2026-08,108600,83100,1224,131,76,29,14,9,3,11114337,Emerging Tier / High-CAC,Energy & Utilities,North America,Cloud & Infrastructure Transformation,Experiential,Strategic Account Penetration,3704779,58
TCS-CMP-01766,OmniCommerce Edge - Cognitive,Industry Display & Media,2026-02-24,2026-02,41353,215424,1694,62,31,10,4,2,1,2234296,Nurture / Mid-Market,Healthcare & Life Sciences,Nordics & Benelux,Cognitive AI & Enterprise Automation,Digital Inbound,Pipeline Generation,2234296,64
TCS-CMP-01767,Zero Trust Enterprise - Cyber,Executive Events & Roundtables,2026-08-12,2026-08,129639,73652,1371,130,76,30,12,8,2,12766746,Nurture / Mid-Market,Retail & CPG,Europe & UK,Cyber Defense & Risk Governance,Experiential,Strategic Account Penetration,6383373,99
TCS-CMP-01768,SAP S/4 Hana Accelerated - Cyber,Google Search,2026-02-09,2026-02,53806,81200,2750,216,140,54,28,17,6,8179074,Emerging Tier / High-CAC,Banking & Capital Markets,North America,Cyber Defense & Risk Governance,Digital Inbound,Strategic Account Penetration,1363179,113
TCS-CMP-01769,Global Horizon - Retail,LinkedIn Enterprise,2026-04-14,2026-04,52893,92869,2885,271,151,89,56,47,16,155059440,Enterprise High-Value,Banking & Capital Markets,North America,Retail Omnichannel & Supply Chain,Digital Inbound,Brand Authority & MQLs,9691215,71
TCS-CMP-01770,BFSI Resiliency - Cloud,Tech Analyst Webinars,2026-08-03,2026-08,18309,39756,723,39,22,7,4,2,1,4498442,Strategic Growth Accounts,Energy & Utilities,Nordics & Benelux,Cloud & Infrastructure Transformation,Digital Inbound,Brand Authority & MQLs,4498442,79
TCS-CMP-01771,Q1 Cloud Scale - Healthcare,Industry Display & Media,2025-12-23,2025-12,28755,184793,1645,67,24,7,3,1,0,0,Strategic Growth Accounts,Banking & Capital Markets,Europe & UK,Healthcare & Life Sciences Digital Labs,Digital Inbound,Executive Engagement,3337973,71
TCS-CMP-01772,NextGen CX - Cyber,Industry Display & Media,2025-12-20,2025-12,25781,127528,1196,48,20,5,2,1,0,0,Nurture / Mid-Market,Telecom & Media,India & Middle East,Cyber Defense & Risk Governance,Digital Inbound,Executive Engagement,2211656,103
TCS-CMP-01773,Q1 Cloud Scale - BFSI,Google Search,2026-03-20,2026-03,58399,123614,4585,277,129,49,25,19,6,38943624,Enterprise High-Value,Telecom & Media,Europe & UK,BFSI Core Modernization,Digital Inbound,Strategic Account Penetration,6490604,174
TCS-CMP-01774,GenAI Catalyst - Cognitive,Industry Display & Media,2026-03-05,2026-03,36939,141862,1170,45,17,6,2,1,0,0,Emerging Tier / High-CAC,Energy & Utilities,APAC & Australia,Cognitive AI & Enterprise Automation,Digital Inbound,Executive Engagement,1182523,58
TCS-CMP-01775,Global Horizon - Healthcare,Industry Display & Media,2025-11-11,2025-11,21850,161685,1532,65,24,7,3,1,0,0,Enterprise High-Value,Retail & CPG,APAC & Australia,Healthcare & Life Sciences Digital Labs,Digital Inbound,Executive Engagement,4846494,88
TCS-CMP-01776,SAP S/4 Hana Accelerated - Cognitive,Account-Based Email,2026-07-25,2026-07,23414,45252,1617,155,120,62,41,35,18,29146482,Emerging Tier / High-CAC,Telecom & Media,Europe & UK,Cognitive AI & Enterprise Automation,Outbound ABM,Pipeline Generation,1619249,116
TCS-CMP-01777,Sustainable Tech Suite - Retail,Industry Display & Media,2026-08-16,2026-08,47992,240121,2160,90,33,9,3,2,0,0,Strategic Growth Accounts,Manufacturing & Auto,North America,Retail Omnichannel & Supply Chain,Digital Inbound,Strategic Account Penetration,2696521,141
TCS-CMP-01778,Q1 Cloud Scale - Cloud,Account-Based Email,2026-09-18,2026-09,16844,53025,2298,166,135,86,64,53,18,106431750,Strategic Growth Accounts,Energy & Utilities,Nordics & Benelux,Cloud & Infrastructure Transformation,Outbound ABM,Brand Authority & MQLs,5912875,122
TCS-CMP-01779,Sustainable Tech Suite - Cognitive,LinkedIn Enterprise,2026-04-22,2026-04,39725,64886,1715,128,82,41,28,22,9,19688382,Emerging Tier / High-CAC,Retail & CPG,Europe & UK,Cognitive AI & Enterprise Automation,Digital Inbound,Pipeline Generation,2187598,144
TCS-CMP-01780,Sustainable Tech Suite - Cyber,Industry Display & Media,2025-11-03,2025-11,30432,229410,2201,65,25,6,2,1,0,0,Strategic Growth Accounts,Telecom & Media,North America,Cyber Defense & Risk Governance,Digital Inbound,Executive Engagement,3479422,53
TCS-CMP-01781,Zero Trust Enterprise - Healthcare,Executive Events & Roundtables,2026-04-20,2026-04,47360,38112,510,56,33,11,5,3,1,9788823,Strategic Growth Accounts,Retail & CPG,India & Middle East,Healthcare & Life Sciences Digital Labs,Experiential,Strategic Account Penetration,9788823,131
TCS-CMP-01782,GenAI Catalyst - Cognitive,LinkedIn Enterprise,2026-09-25,2026-09,51492,140705,3682,363,212,112,65,47,18,100060524,Strategic Growth Accounts,Banking & Capital Markets,Nordics & Benelux,Cognitive AI & Enterprise Automation,Digital Inbound,Strategic Account Penetration,5558918,103
TCS-CMP-01783,Life Sciences DataHub - BFSI,Account-Based Email,2026-02-07,2026-02,23881,38387,1748,123,83,52,29,22,10,59425540,Strategic Growth Accounts,Healthcare & Life Sciences,Nordics & Benelux,BFSI Core Modernization,Outbound ABM,Pipeline Generation,5942554,131
TCS-CMP-01784,BFSI Resiliency - Cloud,Industry Display & Media,2026-08-02,2026-08,20935,86374,746,23,9,2,1,0,0,0,Enterprise High-Value,Retail & CPG,APAC & Australia,Cloud & Infrastructure Transformation,Digital Inbound,Executive Engagement,4378377,127
TCS-CMP-01785,OmniCommerce Edge - Cloud,Google Search,2026-06-20,2026-06,42767,110528,5032,310,182,89,53,39,12,45535824,Strategic Growth Accounts,Healthcare & Life Sciences,APAC & Australia,Cloud & Infrastructure Transformation,Digital Inbound,Executive Engagement,3794652,80
TCS-CMP-01786,OmniCommerce Edge - BFSI,LinkedIn Enterprise,2026-09-09,2026-09,57238,157271,3813,346,227,131,79,53,25,54803600,Emerging Tier / High-CAC,Healthcare & Life Sciences,Nordics & Benelux,BFSI Core Modernization,Digital Inbound,Pipeline Generation,2192144,90
TCS-CMP-01787,Global Horizon - Cyber,Account-Based Email,2026-05-02,2026-05,26269,35377,1476,156,85,54,40,34,12,102026448,Enterprise High-Value,Energy & Utilities,APAC & Australia,Cyber Defense & Risk Governance,Outbound ABM,Pipeline Generation,8502204,143
TCS-CMP-01788,Sustainable Tech Suite - Cyber,Executive Events & Roundtables,2026-07-25,2026-07,51832,54628,711,96,69,23,10,6,2,17320948,Strategic Growth Accounts,Energy & Utilities,Nordics & Benelux,Cyber Defense & Risk Governance,Experiential,Brand Authority & MQLs,8660474,63
TCS-CMP-01789,SAP S/4 Hana Accelerated - Retail,Executive Events & Roundtables,2026-06-19,2026-06,99648,101714,1813,181,129,54,21,12,2,29722200,Enterprise High-Value,Manufacturing & Auto,North America,Retail Omnichannel & Supply Chain,Experiential,Strategic Account Penetration,14861100,113
TCS-CMP-01790,Global Horizon - Cloud,Industry Display & Media,2025-12-24,2025-12,19478,152627,1580,60,25,8,3,1,0,0,Strategic Growth Accounts,Telecom & Media,India & Middle East,Cloud & Infrastructure Transformation,Digital Inbound,Brand Authority & MQLs,2870754,51
TCS-CMP-01791,Cognitive Ops 2.0 - BFSI,Executive Events & Roundtables,2026-04-01,2026-04,74529,56590,998,146,86,25,10,5,1,11393082,Strategic Growth Accounts,Energy & Utilities,Nordics & Benelux,BFSI Core Modernization,Experiential,Pipeline Generation,11393082,67
TCS-CMP-01792,NextGen CX - Retail,Industry Display & Media,2025-10-17,2025-10,32723,187554,1560,50,17,4,2,1,0,0,Enterprise High-Value,Healthcare & Life Sciences,Europe & UK,Retail Omnichannel & Supply Chain,Digital Inbound,Strategic Account Penetration,5976856,171
TCS-CMP-01793,BFSI Resiliency - Cognitive,Google Search,2026-09-20,2026-09,30233,77071,3500,323,162,79,51,31,9,63506286,Enterprise High-Value,Energy & Utilities,APAC & Australia,Cognitive AI & Enterprise Automation,Digital Inbound,Pipeline Generation,7056254,131
TCS-CMP-01794,Q1 Cloud Scale - Cyber,Account-Based Email,2026-04-20,2026-04,23766,52607,2758,189,109,66,51,36,14,67670834,Strategic Growth Accounts,Telecom & Media,Nordics & Benelux,Cyber Defense & Risk Governance,Outbound ABM,Brand Authority & MQLs,4833631,125
TCS-CMP-01795,Q1 Cloud Scale - Cyber,Executive Events & Roundtables,2026-03-11,2026-03,88477,85775,1321,175,134,52,21,11,4,60090360,Enterprise High-Value,Healthcare & Life Sciences,Europe & UK,Cyber Defense & Risk Governance,Experiential,Pipeline Generation,15022590,134
TCS-CMP-01796,NextGen CX - Cyber,Account-Based Email,2025-12-26,2025-12,19670,31132,1112,118,76,35,22,16,7,40954907,Strategic Growth Accounts,Telecom & Media,North America,Cyber Defense & Risk Governance,Outbound ABM,Pipeline Generation,5850701,108
TCS-CMP-01797,NextGen CX - Retail,Industry Display & Media,2026-06-15,2026-06,34874,160481,1278,55,19,5,2,1,0,0,Nurture / Mid-Market,Manufacturing & Auto,North America,Retail Omnichannel & Supply Chain,Digital Inbound,Executive Engagement,1632264,63
TCS-CMP-01798,Cognitive Ops 2.0 - Cognitive,Tech Analyst Webinars,2025-10-23,2025-10,25092,62035,1516,121,75,35,17,10,3,16589769,Enterprise High-Value,Energy & Utilities,North America,Cognitive AI & Enterprise Automation,Digital Inbound,Brand Authority & MQLs,5529923,195
TCS-CMP-01799,Zero Trust Enterprise - Healthcare,Executive Events & Roundtables,2026-06-15,2026-06,100315,98157,1392,129,95,35,14,9,3,43699818,Enterprise High-Value,Retail & CPG,Europe & UK,Healthcare & Life Sciences Digital Labs,Experiential,Pipeline Generation,14566606,106
TCS-CMP-01800,CyberShield 360 - Cognitive,Tech Analyst Webinars,2026-01-09,2026-01,14288,34662,912,65,36,16,9,6,2,2305018,Emerging Tier / High-CAC,Healthcare & Life Sciences,Nordics & Benelux,Cognitive AI & Enterprise Automation,Digital Inbound,Brand Authority & MQLs,1152509,47
TCS-CMP-01801,NextGen CX - BFSI,Executive Events & Roundtables,2025-12-21,2025-12,57859,60322,885,84,68,24,12,6,2,35927650,Enterprise High-Value,Manufacturing & Auto,North America,BFSI Core Modernization,Experiential,Strategic Account Penetration,17963825,105
TCS-CMP-01802,SAP S/4 Hana Accelerated - Retail,Tech Analyst Webinars,2026-09-19,2026-09,18823,43173,816,53,26,9,4,2,1,2290059,Nurture / Mid-Market,Retail & CPG,Europe & UK,Retail Omnichannel & Supply Chain,Digital Inbound,Executive Engagement,2290059,61
TCS-CMP-01803,Sustainable Tech Suite - Cloud,Executive Events & Roundtables,2025-11-17,2025-11,72775,74521,1066,124,99,28,12,8,3,48020427,Enterprise High-Value,Energy & Utilities,Nordics & Benelux,Cloud & Infrastructure Transformation,Experiential,Brand Authority & MQLs,16006809,112
TCS-CMP-01804,Zero Trust Enterprise - Cognitive,Tech Analyst Webinars,2026-07-11,2026-07,36780,66846,1506,87,42,16,8,4,2,5105638,Nurture / Mid-Market,Telecom & Media,Europe & UK,Cognitive AI & Enterprise Automation,Digital Inbound,Executive Engagement,2552819,130
TCS-CMP-01805,Sustainable Tech Suite - BFSI,Tech Analyst Webinars,2026-06-26,2026-06,40246,62237,1492,77,33,14,8,5,1,1511056,Emerging Tier / High-CAC,Manufacturing & Auto,India & Middle East,BFSI Core Modernization,Digital Inbound,Pipeline Generation,1511056,103
TCS-CMP-01806,BFSI Resiliency - Cloud,Google Search,2026-09-25,2026-09,58097,94101,4234,355,181,72,37,25,10,49186330,Strategic Growth Accounts,Banking & Capital Markets,North America,Cloud & Infrastructure Transformation,Digital Inbound,Executive Engagement,4918633,102
TCS-CMP-01807,OmniCommerce Edge - BFSI,Industry Display & Media,2026-08-14,2026-08,33274,233024,1944,74,32,8,3,2,0,0,Nurture / Mid-Market,Telecom & Media,Europe & UK,BFSI Core Modernization,Digital Inbound,Strategic Account Penetration,2064615,59
TCS-CMP-01808,GenAI Catalyst - Retail,Account-Based Email,2025-10-01,2025-10,16298,45472,1999,204,142,79,46,35,14,110997208,Enterprise High-Value,Telecom & Media,Europe & UK,Retail Omnichannel & Supply Chain,Outbound ABM,Brand Authority & MQLs,7928372,198
TCS-CMP-01809,Cognitive Ops 2.0 - Cognitive,Tech Analyst Webinars,2026-09-21,2026-09,20574,41151,760,41,21,9,4,3,1,3370223,Strategic Growth Accounts,Telecom & Media,Nordics & Benelux,Cognitive AI & Enterprise Automation,Digital Inbound,Brand Authority & MQLs,3370223,92
TCS-CMP-01810,CyberShield 360 - Retail,Industry Display & Media,2026-08-09,2026-08,25763,119171,1080,30,14,4,1,1,0,0,Enterprise High-Value,Retail & CPG,North America,Retail Omnichannel & Supply Chain,Digital Inbound,Strategic Account Penetration,4353711,152
TCS-CMP-01811,Cognitive Ops 2.0 - Cloud,Executive Events & Roundtables,2025-12-22,2025-12,107115,91625,1347,173,121,40,15,9,3,47999862,Enterprise High-Value,Energy & Utilities,APAC & Australia,Cloud & Infrastructure Transformation,Experiential,Strategic Account Penetration,15999954,130
TCS-CMP-01812,NextGen CX - BFSI,Account-Based Email,2025-10-19,2025-10,24439,45872,1825,139,112,71,50,32,17,164110571,Enterprise High-Value,Banking & Capital Markets,India & Middle East,BFSI Core Modernization,Outbound ABM,Strategic Account Penetration,9653563,182
TCS-CMP-01813,Sustainable Tech Suite - Healthcare,Tech Analyst Webinars,2025-10-19,2025-10,17193,48007,1218,89,50,20,10,5,2,11414978,Enterprise High-Value,Retail & CPG,Nordics & Benelux,Healthcare & Life Sciences Digital Labs,Digital Inbound,Executive Engagement,5707489,134
TCS-CMP-01814,Cognitive Ops 2.0 - Healthcare,Google Search,2026-06-14,2026-06,37929,107841,4906,452,251,91,51,30,7,26406450,Strategic Growth Accounts,Telecom & Media,Europe & UK,Healthcare & Life Sciences Digital Labs,Digital Inbound,Pipeline Generation,3772350,109
TCS-CMP-01815,Cognitive Ops 2.0 - BFSI,LinkedIn Enterprise,2026-08-07,2026-08,50358,87204,2604,180,127,53,33,20,6,14503644,Emerging Tier / High-CAC,Manufacturing & Auto,Europe & UK,BFSI Core Modernization,Digital Inbound,Pipeline Generation,2417274,52
TCS-CMP-01816,CyberShield 360 - Healthcare,Tech Analyst Webinars,2026-02-28,2026-02,14648,21040,576,34,15,6,4,2,0,0,Strategic Growth Accounts,Retail & CPG,APAC & Australia,Healthcare & Life Sciences Digital Labs,Digital Inbound,Brand Authority & MQLs,3875271,65
TCS-CMP-01817,BFSI Resiliency - Cloud,Industry Display & Media,2026-09-02,2026-09,26349,128158,1049,40,20,5,2,1,0,0,Emerging Tier / High-CAC,Retail & CPG,Nordics & Benelux,Cloud & Infrastructure Transformation,Digital Inbound,Pipeline Generation,1086675,60
TCS-CMP-01818,Life Sciences DataHub - Cognitive,Tech Analyst Webinars,2025-11-16,2025-11,33393,55330,1312,106,54,20,10,6,1,3840336,Strategic Growth Accounts,Manufacturing & Auto,APAC & Australia,Cognitive AI & Enterprise Automation,Digital Inbound,Executive Engagement,3840336,81
TCS-CMP-01819,NextGen CX - Healthcare,Google Search,2025-10-04,2025-10,70615,113818,4404,269,182,86,52,33,11,45292951,Strategic Growth Accounts,Retail & CPG,North America,Healthcare & Life Sciences Digital Labs,Digital Inbound,Brand Authority & MQLs,4117541,78
TCS-CMP-01820,OmniCommerce Edge - Retail,Google Search,2026-01-09,2026-01,39087,75796,2706,238,151,74,39,26,10,28481570,Nurture / Mid-Market,Telecom & Media,APAC & Australia,Retail Omnichannel & Supply Chain,Digital Inbound,Executive Engagement,2848157,112
TCS-CMP-01821,SAP S/4 Hana Accelerated - Healthcare,Executive Events & Roundtables,2026-01-22,2026-01,52309,38156,469,53,42,17,8,5,1,6431918,Nurture / Mid-Market,Banking & Capital Markets,Nordics & Benelux,Healthcare & Life Sciences Digital Labs,Experiential,Strategic Account Penetration,6431918,58
TCS-CMP-01822,CyberShield 360 - Cyber,Industry Display & Media,2026-08-27,2026-08,27692,180971,1434,58,25,7,3,1,0,0,Strategic Growth Accounts,Retail & CPG,Nordics & Benelux,Cyber Defense & Risk Governance,Digital Inbound,Strategic Account Penetration,3700099,126
TCS-CMP-01823,OmniCommerce Edge - Cyber,Account-Based Email,2025-10-18,2025-10,18825,60824,3052,202,153,88,57,47,15,31606590,Emerging Tier / High-CAC,Retail & CPG,Europe & UK,Cyber Defense & Risk Governance,Outbound ABM,Executive Engagement,2107106,137
TCS-CMP-01824,GenAI Catalyst - Retail,Tech Analyst Webinars,2026-06-01,2026-06,38573,88661,1566,87,37,16,7,3,1,3551689,Strategic Growth Accounts,Banking & Capital Markets,Europe & UK,Retail Omnichannel & Supply Chain,Digital Inbound,Strategic Account Penetration,3551689,140
TCS-CMP-01825,NextGen CX - Cognitive,Industry Display & Media,2025-10-21,2025-10,44949,227313,1779,55,24,7,2,1,0,0,Strategic Growth Accounts,Banking & Capital Markets,Europe & UK,Cognitive AI & Enterprise Automation,Digital Inbound,Pipeline Generation,3308060,47
TCS-CMP-01826,OmniCommerce Edge - Healthcare,Account-Based Email,2026-03-26,2026-03,11273,18902,664,62,38,23,14,11,5,38804490,Enterprise High-Value,Manufacturing & Auto,APAC & Australia,Healthcare & Life Sciences Digital Labs,Outbound ABM,Executive Engagement,7760898,187
TCS-CMP-01827,Sustainable Tech Suite - Cloud,Google Search,2025-10-28,2025-10,37496,71156,3015,178,83,40,22,16,5,6654135,Emerging Tier / High-CAC,Healthcare & Life Sciences,Nordics & Benelux,Cloud & Infrastructure Transformation,Digital Inbound,Strategic Account Penetration,1330827,58
TCS-CMP-01828,NextGen CX - BFSI,LinkedIn Enterprise,2026-06-24,2026-06,50888,184815,5762,588,322,145,93,80,34,70607562,Emerging Tier / High-CAC,Healthcare & Life Sciences,India & Middle East,BFSI Core Modernization,Digital Inbound,Pipeline Generation,2076693,104
TCS-CMP-01829,Q1 Cloud Scale - Cloud,Google Search,2025-10-12,2025-10,45133,110100,4109,350,179,87,48,32,8,28948208,Strategic Growth Accounts,Manufacturing & Auto,Nordics & Benelux,Cloud & Infrastructure Transformation,Digital Inbound,Executive Engagement,3618526,61
TCS-CMP-01830,OmniCommerce Edge - Retail,Industry Display & Media,2026-04-05,2026-04,27595,186282,1592,47,21,6,3,1,0,0,Strategic Growth Accounts,Energy & Utilities,Nordics & Benelux,Retail Omnichannel & Supply Chain,Digital Inbound,Strategic Account Penetration,2721703,94
TCS-CMP-01831,CyberShield 360 - Retail,Google Search,2026-06-13,2026-06,44009,76766,2871,267,181,82,52,32,11,16008872,Emerging Tier / High-CAC,Manufacturing & Auto,Europe & UK,Retail Omnichannel & Supply Chain,Digital Inbound,Pipeline Generation,1455352,62
TCS-CMP-01832,SAP S/4 Hana Accelerated - Cyber,LinkedIn Enterprise,2025-10-06,2025-10,32588,56156,1654,148,110,59,33,26,12,47973360,Nurture / Mid-Market,Telecom & Media,APAC & Australia,Cyber Defense & Risk Governance,Digital Inbound,Pipeline Generation,3997780,61
TCS-CMP-01833,BFSI Resiliency - Cloud,Industry Display & Media,2026-04-01,2026-04,45475,308721,2412,72,33,11,5,3,1,3482354,Strategic Growth Accounts,Retail & CPG,North America,Cloud & Infrastructure Transformation,Digital Inbound,Pipeline Generation,3482354,78
TCS-CMP-01834,Life Sciences DataHub - BFSI,Account-Based Email,2025-11-01,2025-11,26891,59566,2547,196,129,59,41,28,14,81687382,Strategic Growth Accounts,Telecom & Media,Nordics & Benelux,BFSI Core Modernization,Outbound ABM,Executive Engagement,5834813,123
TCS-CMP-01835,Global Horizon - Cyber,LinkedIn Enterprise,2026-08-02,2026-08,36209,66528,2031,143,87,54,40,32,10,36979030,Nurture / Mid-Market,Manufacturing & Auto,APAC & Australia,Cyber Defense & Risk Governance,Digital Inbound,Executive Engagement,3697903,114
TCS-CMP-01836,Cognitive Ops 2.0 - Healthcare,Google Search,2026-06-18,2026-06,33386,63687,2657,209,107,56,31,18,5,39905070,Enterprise High-Value,Retail & CPG,Europe & UK,Healthcare & Life Sciences Digital Labs,Digital Inbound,Executive Engagement,7981014,81
TCS-CMP-01837,Global Horizon - Cyber,Industry Display & Media,2026-04-17,2026-04,35180,250166,2150,78,33,10,4,2,1,2949955,Strategic Growth Accounts,Healthcare & Life Sciences,Europe & UK,Cyber Defense & Risk Governance,Digital Inbound,Executive Engagement,2949955,105
TCS-CMP-01838,CyberShield 360 - Cloud,Google Search,2025-12-11,2025-12,32950,100577,3858,265,184,71,44,27,11,41308432,Strategic Growth Accounts,Retail & CPG,Europe & UK,Cloud & Infrastructure Transformation,Digital Inbound,Strategic Account Penetration,3755312,139
TCS-CMP-01839,GenAI Catalyst - Healthcare,Executive Events & Roundtables,2026-01-06,2026-01,95353,76936,1208,119,78,29,12,6,1,8486584,Strategic Growth Accounts,Manufacturing & Auto,India & Middle East,Healthcare & Life Sciences Digital Labs,Experiential,Executive Engagement,8486584,94
TCS-CMP-01840,CyberShield 360 - Cloud,Tech Analyst Webinars,2026-05-03,2026-05,17120,36608,686,50,31,12,5,3,1,2583212,Nurture / Mid-Market,Manufacturing & Auto,North America,Cloud & Infrastructure Transformation,Digital Inbound,Strategic Account Penetration,2583212,117
TCS-CMP-01841,Life Sciences DataHub - Retail,Google Search,2026-02-26,2026-02,49397,72404,3116,278,181,79,44,29,11,18625618,Emerging Tier / High-CAC,Banking & Capital Markets,North America,Retail Omnichannel & Supply Chain,Digital Inbound,Executive Engagement,1693238,55
TCS-CMP-01842,Sustainable Tech Suite - Cloud,Industry Display & Media,2026-08-02,2026-08,15672,84471,832,27,12,3,1,1,0,0,Nurture / Mid-Market,Banking & Capital Markets,India & Middle East,Cloud & Infrastructure Transformation,Digital Inbound,Strategic Account Penetration,2008209,104
